"Vin#","Year","Vehicle","Mileage","Drive Train","Engine Size","Price$","State","Buy Now Price","URL"
"ZARFANAN8K7609500",2019,"Alfa Romeo Giulia Sport",65983,"AWD","2.0L",12100,"Connecticut",,"https://smartauctionlogin.com/ui/vehicles/2cf05478-76d4-415e-b7d1-6879d4964f56"
"2C3CDZBT2PH695993",2023,"Dodge Challenger R/T",42730,"RWD","Engine Size Unspecified",26500,"North Carolina",,"https://smartauctionlogin.com/ui/vehicles/96bbfc67-e5cc-4ef1-80fe-84692f7af7e9"
"3GKALVEV2ML319622",2021,"GMC Terrain SLT",82043,"AWD","1.5L",14600,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/8ed6025b-bfc3-4976-bbab-cfa1bfd0baa2"
"3N1CP5BV6PL567554",2023,"Nissan Kicks S",113407,"FWD","1.6L",9100,"New Jersey",,"https://smartauctionlogin.com/ui/vehicles/9963176c-2c85-4327-844e-3ff03107519c"
"WP1AB2A52JLB32762",2018,"Porsche Macan S",96312,"AWD","3.0L",14700,"Florida",,"https://smartauctionlogin.com/ui/vehicles/06370893-7ed3-4566-86af-2a398dbc14a7"
"ZACCJBBB6JPH37610",2018,"Jeep Renegade Altitude",97204,"4WD","Engine Size Unspecified",9200,"Oklahoma",,"https://smartauctionlogin.com/ui/vehicles/10706b5d-4b3b-45c8-8ede-f0dfa567346e"
"4T1C11AK8NU659679",2022,"Toyota Camry LE",77813,"FWD","2.5L",15700,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/ed675c7b-feeb-4eeb-bc06-2125d3097ea9"
"KL77LHE29RC012087",2024,"Chevrolet Trax LT",47500,"FWD","1.2L",15800,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/a5f721ef-6780-4f37-99b2-ffed688c8f21"
"3GTP8DED5MG168857",2021,"GMC Sierra 1500 SLT",104417,"RWD","Engine Size Unspecified",24000,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/28eb373d-d18f-4ef1-8fff-31cd739a958e"
"1FTEW1CP3KKC46082",2019,"Ford F-150 XL",106115,"RWD","Engine Size Unspecified",14100,"Tennessee",,"https://smartauctionlogin.com/ui/vehicles/66ca827f-a242-4e98-a8fc-891482073cbd"
"3KPF24ADXPE573499",2023,"Kia Forte LXS",32403,"FWD","2.0L",14600,"Florida",,"https://smartauctionlogin.com/ui/vehicles/036e76e9-8a38-440d-ad64-bb101bb2c193"
"5N1AZ2MS5KN121786",2019,"Nissan Murano S",85221,"AWD","3.5L",11800,"Wisconsin",,"https://smartauctionlogin.com/ui/vehicles/5c0421a4-0782-4b12-a632-edaf329f8a7c"
"KL4MMBS28PB065669",2023,"Buick Encore GX Preferred",16031,"FWD","1.2L",16100,"Florida",,"https://smartauctionlogin.com/ui/vehicles/e7fd917e-f1d3-4830-93d3-b52eaba7ad0d"
"WBAJE5C56KG919177",2019,"BMW 5 series 540i",96947,"RWD","3.0L",16300,"Florida",,"https://smartauctionlogin.com/ui/vehicles/299933b6-20a6-457c-92cf-559c8de0fa02"
"5N1BT3BA5PC843770",2023,"Nissan Rogue SV",44324,"FWD","1.5L",16400,"Connecticut",,"https://smartauctionlogin.com/ui/vehicles/dcda9077-fb1f-480e-aa0b-512ac58e465c"
"1FM5K7F88JGA57248",2018,"Ford Explorer Limited",94056,"FWD","Engine Size Unspecified",12400,"Florida",,"https://smartauctionlogin.com/ui/vehicles/009df6fb-14e3-453d-9715-b756eb56d137"
"KMHLL4DGXRU698962",2024,"Hyundai Elantra SE",23128,"FWD","2.0L",15000,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/8df15964-e9dd-4408-85ec-5127ff1fdb7a"
"3C4PDCAB2LT279575",2020,"Dodge Journey SE Value",83747,"FWD","2.4L",10300,"Alabama",,"https://smartauctionlogin.com/ui/vehicles/29540ac4-aaf5-4352-b9c1-52794e554710"
"WAUW3AFC5JN025048",2018,"Audi A7 Premium Plus",92592,"AWD","3.0L",16100,"New Jersey",,"https://smartauctionlogin.com/ui/vehicles/742707ce-31cc-425f-9d2f-04b5a8c7ebd6"
"3VVMB7AX7RM044797",2024,"Volkswagen Tiguan SE",25856,"AWD","2.0L",19500,"South Carolina",,"https://smartauctionlogin.com/ui/vehicles/ffa05865-e643-4fcb-a75b-b1965e1203ef"
"1GKS1AKC2HR302422",2017,"GMC Yukon SLE",119352,"RWD","5.3L",12900,"Florida",,"https://smartauctionlogin.com/ui/vehicles/e6e9cc8b-95a3-4a51-8898-31a7108c3cc8"
"1C4GJWAG3HL671991",2017,"Jeep Wrangler Willys Wheeler",117661,"4WD","3.6L",10500,"Tennessee",,"https://smartauctionlogin.com/ui/vehicles/050ce5b5-31b9-433e-be5c-e87c6d35e0c2"
"2FMPK4J98NBA39384",2022,"Ford Edge SEL",79005,"AWD","2.0L",15600,"Alabama",,"https://smartauctionlogin.com/ui/vehicles/244049a6-c444-4a23-a089-d53b5c8a8416"
"3C4NJDCB2JT492493",2018,"Jeep Compass Limited",51055,"4WD","2.4L",12700,"New Jersey",,"https://smartauctionlogin.com/ui/vehicles/a4f023de-df5d-48c6-bf7b-f9bb4c88d32a"
"2C3CDXBG7PH666447",2023,"Dodge Charger SXT",25371,"RWD","3.6L",20700,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/745c962f-9d9b-4dc7-8c2a-2ff490a56715"
"5XXG64J28PG203554",2023,"Kia K5 GT-Line",80091,"AWD","1.6L",18200,"Connecticut",,"https://smartauctionlogin.com/ui/vehicles/036842e0-e2a8-44c5-b500-f7a5d426ed31"
"KMHLM4DGXSU907099",2025,"Hyundai Elantra SEL Sport",14711,"FWD","2.0L",17300,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/2ff8d63b-26cb-4ece-be13-af81b25e5102"
"2C3CDZBT2JH265419",2018,"Dodge Challenger R/T",50763,"RWD","Engine Size Unspecified",17600,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/7dcd7138-9cf5-43cc-b0f7-cdbb0b949469"
"5FNRL6H99LB060675",2020,"Honda Odyssey Elite",83120,"FWD","3.5L",24700,"Tennessee",,"https://smartauctionlogin.com/ui/vehicles/29837d02-93f3-4354-b7bc-cda5163076a7"
"1FMSK7DH8MGA57325",2021,"Ford Explorer XLT",74987,"RWD","2.3L",16700,"Florida",,"https://smartauctionlogin.com/ui/vehicles/08f78196-de29-48ef-be57-39aa4b949a64"
"3GN7DLRP5SS172922",2025,"Chevrolet Equinox EV LT",9360,"FWD","Engine Size Unspecified",20200,"Florida",,"https://smartauctionlogin.com/ui/vehicles/62ae582a-ca8c-4172-8203-676c6d010183"
"3GKALPEV4LL179227",2020,"GMC Terrain SLT",115591,"FWD","Engine Size Unspecified",11900,"Tennessee",,"https://smartauctionlogin.com/ui/vehicles/764eb5f8-14ee-4324-8383-25a92d19e540"
"1GNSCFKD2PR187063",2023,"Chevrolet Suburban 1500 Premier",51910,"RWD","Engine Size Unspecified",39900,"Florida",,"https://smartauctionlogin.com/ui/vehicles/723d17ec-c83d-41f3-84cc-60f82d84d97b"
"ZACNJDB19PPP61918",2023,"Jeep Renegade Latitude",22061,"4WD","1.3L",17800,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/56c1bad4-b826-47a2-aeec-c84aef443002"
"1GNERFKW3PJ210913",2023,"Chevrolet Traverse LS",47852,"FWD","3.6L",20000,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/b906d3be-824f-4163-b165-f6bce0d3f942"
"W1KWF8DB3LR593815",2020,"Mercedes-Benz C-Class C 300",36520,"RWD","2.0L",19300,"Oklahoma",,"https://smartauctionlogin.com/ui/vehicles/a8e5e2e0-e89e-4cd2-affd-0c26370ad2ce"
"JN8BT3BAXPW003927",2023,"Nissan Rogue SV",77660,"FWD","1.5L",15000,"Oklahoma",,"https://smartauctionlogin.com/ui/vehicles/59c3e450-3eb5-456f-9949-17b6b7604ecb"
"1FMCU0H68NUB88269",2022,"Ford Escape SEL",22216,"FWD","1.5L",16700,"Louisiana",,"https://smartauctionlogin.com/ui/vehicles/ee7a13ac-f254-4c46-aa73-abb859017cb6"
"2T3H1RFV7KW039304",2019,"Toyota RAV4 LE",61147,"FWD","2.5L",16800,"Alabama",,"https://smartauctionlogin.com/ui/vehicles/9056cb52-57dc-4d8a-91a1-6ed7d7525d12"
"1C4RJFBT3MC632011",2021,"Jeep Grand Cherokee Limited",110215,"4WD","Engine Size Unspecified",16200,"Tennessee",,"https://smartauctionlogin.com/ui/vehicles/0ffa8d76-c925-4bd4-9ab7-e1dd7460c37e"
"WA1LAAF7XKD042959",2019,"Audi Q7 Trim Unspecified",97187,"AWD","3.0L",14600,"Florida",,"https://smartauctionlogin.com/ui/vehicles/0a166c20-e23d-41c5-b8d4-ad27258be862"
"1GNEVKKW5LJ102484",2020,"Chevrolet Traverse Premier",98881,"AWD","3.6L",21300,"Connecticut",,"https://smartauctionlogin.com/ui/vehicles/f4d61eed-690e-4ee0-ac46-f7fd2d9a4f80"
"KL77LFE29RC021750",2024,"Chevrolet Trax LS",56648,"FWD","1.2L",15100,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/d527dbb0-c3e0-424a-8fb5-f7c65fe0db95"
"2FMPK4K9XNBA30717",2022,"Ford Edge Titanium",93362,"AWD","2.0L",16100,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/db212f0d-3256-48a1-ba3d-29e3fd09dffa"
"KL77LFE22RC085340",2024,"Chevrolet Trax LS",14533,"FWD","1.2L",17600,"Illinois",,"https://smartauctionlogin.com/ui/vehicles/e904aa92-67c8-43f7-a923-e3798bcc9f6d"
"5J8YD4H34KL019523",2019,"Acura MDX Trim Unspecified",87169,"AWD","3.5L",17900,"Connecticut",,"https://smartauctionlogin.com/ui/vehicles/22a30cea-4fbe-40ff-94cb-30914f511578"
"5YFB4MDE8RP127009",2024,"Toyota Corolla LE",19034,"FWD","2.0L",18600,"Florida",,"https://smartauctionlogin.com/ui/vehicles/9dd40968-761d-4197-b5ff-32f3fdd75eb1"
"1C6SRFFT9NN402264",2022,"Ram Pickup 1500 Big Horn",30023,"4WD","Engine Size Unspecified",30900,"New Jersey",,"https://smartauctionlogin.com/ui/vehicles/216c93e1-933f-48bf-8cae-394a9715f988"
"5N1BT3AB4PC748756",2023,"Nissan Rogue S",40728,"AWD","1.5L",17500,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/bb38d84d-c06a-4710-94b9-6a2235b67597"
"1GCPYCEK8NZ133563",2022,"Chevrolet Silverado 1500 Custom Trail Boss",71196,"4WD","Engine Size Unspecified",26900,"Tennessee",,"https://smartauctionlogin.com/ui/vehicles/a0b7e115-5a25-4415-8a6f-c10c65929e41"
"3CZRU5H53MM722505",2021,"Honda HR-V EX",72076,"FWD","1.8L",14700,"Connecticut",,"https://smartauctionlogin.com/ui/vehicles/b8cadd79-0ad5-4e45-bffe-38206c1d608d"
"1HGCV1F46LA125194",2020,"Honda Accord EX",55548,"FWD","1.5L",19700,"Florida",,"https://smartauctionlogin.com/ui/vehicles/4f535a51-15fc-496f-bece-1ad870fa35f9"
"WBAJA5C57KWW22114",2019,"BMW 5 series 530i",101219,"RWD","2.0L",13700,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/05ee4e46-c807-441e-9b8a-dea1e743d1fe"
"2HGFC2F84KH577060",2019,"Honda Civic Sport",92786,"FWD","2.0L",13900,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/a11946bf-00c6-4923-903a-0f370397308f"
"KL77LKEP7SC023412",2025,"Chevrolet Trax ACTIV",26135,"FWD","Engine Size Unspecified",19500,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/e1a4716c-5231-4b39-9e24-e282826e194f"
"1C6SRFFT4LN369249",2020,"Ram Pickup 1500 Big Horn",40639,"4WD","Engine Size Unspecified",27000,"Michigan",,"https://smartauctionlogin.com/ui/vehicles/38da008f-2d9a-40ed-8671-6b2ac29df8d3"
"1GYS4KKL3PR318307",2023,"Cadillac Escalade ESV 4WD Premium Luxury",73546,"4WD","Engine Size Unspecified",53700,"Alabama",,"https://smartauctionlogin.com/ui/vehicles/9086333d-8061-4052-b890-a62f682f893c"
"1C6RRFFG4NN380692",2022,"Ram Pickup 1500 Big Horn",78121,"4WD","Engine Size Unspecified",26400,"Michigan",,"https://smartauctionlogin.com/ui/vehicles/044bfeb8-e28c-4263-b458-5abd706dc19f"
"4JGFB4KB3LA058026",2020,"Mercedes-Benz GLE SUV GLE 350",103543,"AWD","2.0L",21800,"North Carolina",,"https://smartauctionlogin.com/ui/vehicles/32a73da8-a2de-40ed-a24e-c136d58546e9"
"2C3CDXHG6MH593607",2021,"Dodge Charger GT",77913,"RWD","3.6L",16900,"Florida",,"https://smartauctionlogin.com/ui/vehicles/71c5fdb6-dcd4-4d20-9858-9e961362d131"
"3TMCZ5AN5KM250120",2019,"Toyota Tacoma SR5",55229,"4WD","3.5L",26700,"South Carolina",,"https://smartauctionlogin.com/ui/vehicles/947e9a3d-0709-42b2-940e-2fd1198de769"
"KM8HA3AB5SU221487",2025,"Hyundai Kona SE",18732,"FWD","2.0L",18800,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/e9aaa2a8-15f9-416e-9e2f-4db38738446d"
"3VWEX7BUXSM053005",2025,"Volkswagen Jetta SE",26025,"FWD","1.5L",19400,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/a021c143-7641-4028-8ac1-1d7ff693cf19"
"1GNERKKW1PJ121334",2023,"Chevrolet Traverse Premier",45201,"FWD","3.6L",30100,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/71164244-36f2-44ba-8381-81fd652fc39a"
"5J8YE1H0XNL805512",2022,"Acura MDX w/A-Spec Package",89811,"AWD","3.5L",27300,"Connecticut",,"https://smartauctionlogin.com/ui/vehicles/00e37f74-9939-462d-a84e-0863b4277462"
"WAUJEGFF5KA090024",2019,"Audi A3 Premium Plus",49515,"AWD","2.0L",18400,"Minnesota",,"https://smartauctionlogin.com/ui/vehicles/3f79fed9-790b-4546-9619-92465e7093f3"
"1C4JJXP65NW209341",2022,"Jeep Wrangler 4xe Unlimited Sahara High Altitude",84371,"4WD","2.0L",19900,"New York",,"https://smartauctionlogin.com/ui/vehicles/042db311-418e-4260-82ec-bf030ff65290"
"KMHLL4DG9SU033587",2025,"Hyundai Elantra SE",12774,"FWD","2.0L",17400,"Alabama",,"https://smartauctionlogin.com/ui/vehicles/9c54e1ca-4be8-4099-b2e5-a5022332b092"
"1C4JJXP67PW581234",2023,"Jeep Wrangler 4xe Sahara",46757,"4WD","2.0L",24400,"Michigan",,"https://smartauctionlogin.com/ui/vehicles/be1cd47d-94dc-43fa-ab88-60f643d6e7a8"
"2C3CDZBTXNH163372",2022,"Dodge Challenger R/T",34389,"RWD","Engine Size Unspecified",27600,"Connecticut",,"https://smartauctionlogin.com/ui/vehicles/e82973f0-db5d-4f11-a87c-e8f983b40bc0"
"2HGFE2F20RH561163",2024,"Honda Civic LX",68998,"FWD","2.0L",18300,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/b87c28a8-4a59-432f-9ef9-1161ddb36169"
"3GCPYFED0LG182515",2020,"Chevrolet Silverado 1500 LT Trail Boss",81435,"4WD","Engine Size Unspecified",27400,"North Carolina",,"https://smartauctionlogin.com/ui/vehicles/e3ea61bc-5d9d-4310-a309-89e72f4cc77d"
"2GCRCPEC5K1121298",2019,"Chevrolet Silverado 1500 LT",72001,"RWD","Engine Size Unspecified",19400,"Florida",,"https://smartauctionlogin.com/ui/vehicles/3b352d46-d19b-47b6-b86f-9a03df2be5de"
"3KMJBCDE6SE008309",2025,"Hyundai Tucson SEL",9875,"AWD","2.5L",22800,"Illinois",,"https://smartauctionlogin.com/ui/vehicles/7f3ee4ed-7787-4467-a8cf-81e5d922e6de"
"KMHLS4DG0SU935032",2025,"Hyundai Elantra SEL Convenience",7791,"FWD","2.0L",20100,"North Carolina",,"https://smartauctionlogin.com/ui/vehicles/20d7463f-be19-4640-968b-2f1d88d07981"
"7FARW1H85KE022610",2019,"Honda CR-V EX-L",29721,"FWD","1.5L",20400,"Tennessee",,"https://smartauctionlogin.com/ui/vehicles/cb1f9017-0bcc-4370-9b65-912741450cdc"
"1C6RRFFG2PN703284",2023,"Ram Pickup 1500 Big Horn",26418,"4WD","Engine Size Unspecified",32300,"Ohio",,"https://smartauctionlogin.com/ui/vehicles/5c18438d-5728-4e7a-a8c5-fd721d90e163"
"2GCPADED3S1156975",2025,"Chevrolet Silverado 1500 RST",20488,"RWD","Engine Size Unspecified",44100,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/7e207576-9e6a-4bd1-a409-da91647464a2"
"5XYP3DHC9NG319894",2022,"Kia Telluride EX",71473,"AWD","3.8L",25500,"Florida",,"https://smartauctionlogin.com/ui/vehicles/70f04a6e-fc00-48a4-9eb3-a214b085a171"
"1GCGTCEN6J1171696",2018,"Chevrolet Colorado 4WD LT",54878,"4WD","Engine Size Unspecified",20000,"New Jersey",,"https://smartauctionlogin.com/ui/vehicles/7d926f54-dd6f-4fda-8f8e-78fe60ae9a21"
"1C4JJXP64NW220265",2022,"Jeep Wrangler 4xe Unlimited Sahara",45286,"4WD","2.0L",24300,"Ohio",,"https://smartauctionlogin.com/ui/vehicles/22ff9e2b-aef3-4ddc-8b60-2043cc1521ee"
"3FMCR9B66RRE64010",2024,"Ford Bronco Sport Big Bend",41219,"4WD","1.5L",20800,"Tennessee",,"https://smartauctionlogin.com/ui/vehicles/c48fcead-9521-46cc-97ca-1c3c5a3615fc"
"1GCPYCEF0LZ182482",2020,"Chevrolet Silverado 1500 Custom Trail Boss",82345,"4WD","Engine Size Unspecified",26000,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/1d5182e0-f72d-4454-a1c7-72017a05e168"
"1C6RRFFG5NN341044",2022,"Ram Pickup 1500 Big Horn",41797,"4WD","Engine Size Unspecified",31000,"Michigan",,"https://smartauctionlogin.com/ui/vehicles/24850524-4921-43d8-b851-3ce730ff23c6"
"1C6RRFFG8NN386611",2022,"Ram Pickup 1500 Big Horn",31752,"4WD","Engine Size Unspecified",31800,"Michigan",,"https://smartauctionlogin.com/ui/vehicles/96e3eb61-76da-44ee-8357-a0c34c07d029"
"KNDC4DLC3P5120001",2023,"Kia EV6 GT-Line",3696,"AWD","Engine Size Unspecified",26600,"Maryland",,"https://smartauctionlogin.com/ui/vehicles/62c2d5f7-5b8d-4ad2-b511-9defb1982e50"
"SALCK2FX6LH844422",2020,"Land Rover Discovery Sport Standard",83292,"AWD","2.0L",10100,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/be5e84e4-c94f-4cac-83e8-c648a05c0ae3"
"5N1BT3ABXRC724738",2024,"Nissan Rogue S",14015,"AWD","1.5L",21600,"Massachusetts",,"https://smartauctionlogin.com/ui/vehicles/e5462e50-07e9-4eb1-a96d-735e409d631b"
"1C4RJXN63RW217059",2024,"Jeep Wrangler 4xe Willys",37724,"4WD","2.0L",25300,"Florida",,"https://smartauctionlogin.com/ui/vehicles/bcd06f79-cbb6-4b94-8940-61b38876f073"
"5YFS4MCE1RP184458",2024,"Toyota Corolla SE",25933,"FWD","2.0L",21300,"South Carolina",,"https://smartauctionlogin.com/ui/vehicles/bd2b6c03-e575-4a7a-b72c-b4a2efd7c3b8"
"JTJAM7BX7M5288780",2021,"Lexus GX 460 GX 460 Premium",56164,"4WD","4.6L",37300,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/110369cf-f3d6-4ddc-9e58-b639807d47aa"
"1C6HJTFG6ML536923",2021,"Jeep Gladiator Overland",45343,"4WD","Engine Size Unspecified",29100,"South Carolina",,"https://smartauctionlogin.com/ui/vehicles/5bf68abe-67f9-4fd7-b035-70804acca923"
"2HGFE1E58NH473834",2022,"Honda Civic Si Trim Unspecified",72981,"FWD","1.5L",23000,"Alabama",,"https://smartauctionlogin.com/ui/vehicles/f212f786-e0e1-4787-807c-88141803f92b"
"5UX23EU03R9V38478",2024,"BMW X5 xDrive40i",76944,"AWD","3.0L",42700,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/99ff0876-fabb-4b9a-944b-612e926ff05a"
"5TDGZRAH9LS022691",2020,"Toyota Highlander XLE",85950,"FWD","3.5L",22000,"Florida",,"https://smartauctionlogin.com/ui/vehicles/a121f964-5345-4ce0-b635-9247a1643683"
"5NTJADDE2RH111861",2024,"Hyundai Santa Cruz SE",17537,"AWD","2.5L",22200,"Ohio",,"https://smartauctionlogin.com/ui/vehicles/a5cd1144-9f3a-46cd-891e-ed0a45d1e67f"
"1C4JJXR63PW536935",2023,"Jeep Wrangler 4xe Rubicon",34227,"4WD","2.0L",28000,"Michigan",,"https://smartauctionlogin.com/ui/vehicles/1ec0c52c-7730-4758-bb5c-e710a898d3ab"
"1FMJU1HT8MEA11569",2021,"Ford Expedition XLT",69365,"RWD","3.5L",27000,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/a2e32caa-d9a2-41a5-a313-1a55f615d350"
"1GNERGKW6PJ166458",2023,"Chevrolet Traverse LT Cloth",25196,"FWD","3.6L",25900,"Florida",,"https://smartauctionlogin.com/ui/vehicles/056b19c1-a4dd-4064-a174-56960e921858"
"1C6SRFLT0NN459635",2022,"Ram Pickup 1500 Rebel",53894,"4WD","Engine Size Unspecified",38700,"Michigan",,"https://smartauctionlogin.com/ui/vehicles/b69d44cc-a862-404b-ac6c-955846deb607"
"3FMCR9GN6SRE36617",2025,"Ford Bronco Sport Heritage",10383,"4WD","1.5L",27400,"South Carolina",,"https://smartauctionlogin.com/ui/vehicles/8aa92bda-b7f4-441d-b99f-95ea62fea70f"
"3GNAXHEG5SL171117",2025,"Chevrolet Equinox FWD LT",2292,"FWD","1.5L",24100,"Florida",,"https://smartauctionlogin.com/ui/vehicles/7bbc23c0-10ad-4286-a756-8e62031635f3"
"1GCUDGED3NZ592703",2022,"Chevrolet Silverado 1500 LTZ",31144,"4WD","Engine Size Unspecified",40300,"Illinois",,"https://smartauctionlogin.com/ui/vehicles/70af9ee9-efcd-4f54-b3c7-45cc4a90b84b"
"1FT8W3BT7SEC91760",2025,"Ford F-350 XLT",50904,"4WD","Engine Size Unspecified",54100,"Alabama",,"https://smartauctionlogin.com/ui/vehicles/5806e062-f928-4930-bd72-029f36b33253"
"3FTTW8F91PRA98188",2023,"Ford Maverick XL",28751,"AWD","2.0L",23400,"Tennessee",,"https://smartauctionlogin.com/ui/vehicles/593369f8-d38a-4b68-bd5e-a071f03726c6"
